city,title,price,location,area,building_area,bedrooms,bathrooms,garage
Jakarta Utara,Rumah Hitung Tanah Di Sunter Dekat Mall Sunter Di Jakarta Utara,"Rp 3,6 Miliar","Sunter, Jakarta Utara",: 176 m²,: 176 m²,4,4,1
Jakarta Utara,"Bisa Kpr, Unit Langka, 11x15 Posisi Hoek Di Pantai Indah Kapuk 2","Rp 4,75 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 165 m²,: 227 m²,3,3,2
Jakarta Utara,VIEW GOLF! LUXURY HOUSE Minimalis Modern Pik 1 3 Lantai Siap Huni,Rp 29 Miliar,"Pantai Indah Kapuk, Jakarta Utara",: 330 m²,: 500 m²,5,7,4
Jakarta Utara,"Bisa Kpr, Fully Furnish Termurah. Rumah 2 Lantai Golf Island","Rp 4,3 Miliar","Pantai Indah Kapuk, Jakarta Utara",: 120 m²,: 206 m²,3,3,2
Jakarta Utara,"Rumah Golf Island, 2 Lantai, Uk 8x20 Sudah Bisa Kpr. Siap Huni",Rp 6 Miliar,"Pantai Indah Kapuk, Jakarta Utara",: 160 m²,: 250 m²,3,3,2
Jakarta Utara,"Rumah Mewah 2,5 Lantai Split Level di Pantai Indah Kapuk Bisa Kpr","Rp 8,5 Miliar","Pantai Indah Kapuk, Jakarta Utara",: 250 m²,: 500 m²,4,3,2
Jakarta Utara,"Super Minimalis Rumah Mewah 2,5 Lantai Super Rapi",Rp 28 Miliar,"Pantai Indah Kapuk, Jakarta Utara",: 450 m²,: 900 m²,4,5,2
Jakarta Utara,"Sudah Renov, Harga Nego Sampai Deal. Rumah 2 Lantai Termurah",Rp 6 Miliar,"Pantai Indah Kapuk, Jakarta Utara",: 136 m²,: 180 m²,3,3,2
Jakarta Utara,"Posisi Bagus, Uk 150m2 Rumah 2 Lantai di Pik 2.","Rp 5,5 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 150 m²,: 227 m²,4,4,2
Jakarta Utara,Emang Bisa Punya Rumah Keren Modern Dilokasi Strategis Di Sunter?,Rp 455 Juta,"Sunter, Jakarta Utara",: 21 m²,: 41 m²,2,2,
Jakarta Utara,Rumah Sunter Garden Lebar 8 Dijual Cepat,"Rp 5,5 Miliar","Sunter, Jakarta Utara",: 180 m²,: 221 m²,3,3,1
Jakarta Utara,Rumah Baru Hommy Sunter Karya Dekat Mall Sunter Dijual,"Rp 2,5 Miliar","Sunter, Jakarta Utara",: 68 m²,: 130 m²,3,2,1
Jakarta Utara,Rapih Dan Bagus! Rumah Dijual Di Sunter Flamboyan 5+2 Kt,"Rp 4,5 Miliar","Sunter, Jakarta Utara",: 170 m²,: 320 m²,4,5,2
Jakarta Utara,Rumah Dijual Di Sunter Mewah Dan Luas Lingkungan Komplek,"Rp 5,1 Miliar","Sunter, Jakarta Utara",: 161 m²,: 350 m²,5,4,2
Jakarta Utara,Termurah! Rumah Di Graha Sunter Pratama Dijual Semi Furnish!,Rp 3 Miliar,"Sunter, Jakarta Utara",: 90 m²,: 225 m²,3,4,1
Jakarta Utara,Mewah & Megah! Rumah Dijual Di Kelapa Gading Ada Basement!,"Rp 6,5 Miliar","Kelapa Gading, Jakarta Utara",: 170 m²,: 300 m²,4,3,
Jakarta Utara,Rumah Mewah Minimalis 5 Menit Dari Jis Dan 10 Menit Dari Stasiun Ancol,Rp 884 Juta,"Ancol, Jakarta Utara",: 37 m²,: 61 m²,2,2,1
Jakarta Utara,Murah Dibawah Njop Rumah Hook Di Long Beach Pik 3 Lantai,"Rp 2,6 Miliar","Pantai Indah Kapuk, Jakarta Utara",: 135 m²,: 270 m²,3,4,1
Jakarta Utara,Di Jual Runah Kelapa Gading Nias Jakarta Utara,"Rp 4,5 Miliar","Kelapa Gading, Jakarta Utara",: 200 m²,: 220 m²,3,3,2
Jakarta Utara,Turun Harga Again Guys ! Crown Mansion Pantai Indah Kapuk Luas 204 Dgn 3 Lantai Shm. Murah Bangettt,"Rp 7,5 Miliar","Pantai Indah Kapuk, Jakarta Utara",: 204 m²,: 300 m²,4,4,
Jakarta Utara,Rumah Mewah LT 112 Semi Furnished 10 Mnt ke Mall Kelapa Gading Dibantu KPRJ5821,"Rp 3,18 Miliar","Kelapa Gading, Jakarta Utara",: 112 m²,: 106 m²,4,2,
Jakarta Utara,Rumah Strategis Hadap Timur 10 menit ke Summarecon Mall Kelapa Gading Dibantu KPR J19956,"Rp 1,05 Miliar","Kelapa Gading, Jakarta Utara",: 78 m²,: 47 m²,2,1,
Jakarta Utara,Mewah Murah 1 Menit Mall Kelapa Gading Rumah Impian Strategis Jkt,"Rp 3,5 Miliar","Kelapa Gading, Jakarta Utara",: 90 m²,: 240 m²,4,4,2
Jakarta Utara,"Mewah, Megah Rumah Di Jual Cepat Design Arsitek Dengan Bassement","Rp 6,5 Miliar","Kelapa Gading, Jakarta Utara",: 170 m²,: 300 m²,3,3,5
Jakarta Utara,Dijual Cepat! Rumah Ukuran 200 M2 Dan 3 Lantai Cluster Exclusive Di Golf Island,"Rp 8,8 Miliar","Golf Island, Jakarta Utara",: 350 m²,,,,
Jakarta Utara,Rumah Golf Island 2 Lt Furnish Mewah Siap Huni D Jual Cepat,"Rp 9,5 Miliar","Pantai Indah Kapuk, Jakarta Utara",: 200 m²,: 250 m²,3,3,1
Jakarta Utara,Rumah Bgm Pik 8x18 Lokasi Bagus Termurah (144m),"Rp 5,2 Miliar","Pantai Indah Kapuk, Jakarta Utara",: 144 m²,: 200 m²,3,3,
Jakarta Utara,"Rumah Cantik Sangat Terawat, 3 Lantai, Sunter Graha Pratama Lebar 9, Bisa Kpr","Rp 4,2 Miliar","Sunter, Jakarta Utara",: 135 m²,: 250 m²,4,4,
Jakarta Utara,Rumah Mewah Harga Terjangkau Shm Di Jakarta Utara,Rp 858 Juta,"Sunter, Jakarta Utara",: 36 m²,: 66 m²,2,2,1
Jakarta Utara,Rumah Murah Modern Shm Di Sunter Jakarta Utara,Rp 455 Juta,"Sunter, Jakarta Utara",: 21 m²,: 41 m²,2,2,
Jakarta Utara,Murah!! Jual Rumah Lux  Di Royal Gading Mansion 10x20,"Rp 8,5 Miliar","Kelapa Gading, Jakarta Utara",: 200 m²,: 540 m²,3,1,
Jakarta Utara,"Murah Dijual Cepat Rumah Hook 15x17 Siap Huni Jalan 3 Mobil Di Gading Kirana , Bisa Nego",Rp 9 Miliar,"Kelapa Gading, Jakarta Utara",: 255 m²,: 320 m²,4,3,4
Jakarta Utara,Murah!!  Jual Rumah 11x20 Di Janur Elok Hitung Tanah,"Rp 5,3 Miliar","Kelapa Gading, Jakarta Utara",: 220 m²,: 220 m²,4,3,1
Jakarta Utara,Murah! Rumah Siap Huni Di Bcs Jlnan 1 Mobil 8x15,"Rp 1,62 Miliar","Kelapa Gading, Jakarta Utara",: 120 m²,: 140 m²,4,2,2
Jakarta Utara,"Dijual Cepat Turun Harga Rumah Minimalis Bagus Siap Huni di Bcs Kelapa Gading , Bisa Nego","Rp 2,35 Miliar","Kelapa Gading, Jakarta Utara",: 105 m²,,3,2,
Jakarta Utara,Murah!! Jual Rumah Baru Minimalis Di Elok Timur 6x17 Hadep Timur,"Rp 2,85 Miliar","Kelapa Gading, Jakarta Utara",: 102 m²,: 102 m²,3,2,1
Jakarta Utara,Murah!! Jual Rumah Gading Kirana 11x20 Jalanan 3mbl,"Rp 7,25 Miliar","Kelapa Gading, Jakarta Utara",: 220 m²,: 270 m²,5,4,2
Jakarta Utara,Murah!! Jual Rumah Minimalis Di Janur Asri 6x18 Selatan,"Rp 3,6 Miliar","Kelapa Gading, Jakarta Utara",: 108 m²,: 170 m²,4,3,2
Jakarta Utara,"Dijual Cepat Rumah Siap Huni Cocok Untuk Usaha di Bcs Raya Kelapa Gading , Bisa Nego","Rp 2,15 Miliar","Kelapa Gading, Jakarta Utara",: 105 m²,: 105 m²,3,2,1
Jakarta Utara,Rumah 2 Lantai Lokasi Strategis Dekat Jakarta Internasional Stadium,Rp 445 Juta,"Sunter, Jakarta Utara",: 21 m²,: 41 m²,2,2,
Jakarta Utara,"Termurah, Di Bawah Njop, Sunter Agung 12X20 2 Lantai, Rumah Siap Huni Murah Bisa Kpr","Rp 5,2 Miliar","Sunter, Jakarta Utara",: 239 m²,: 388 m²,5,3,2
Jakarta Utara,"Turun Harga, Rumah  Gold Coast Avenue, Pik, Samping Rs Tzu Chi. 600m 2lt, Cluster, Shm Best Deal","Rp 19,9 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 600 m²,: 800 m²,8,6,6
Jakarta Utara,Murah Rumah Rome Kuda Laut Pik 10x25 Pik Pantai Indah Kapuk,"Rp 8,5 Miliar","Pantai Indah Kapuk, Jakarta Utara",: 250 m²,: 500 m²,4,3,
Jakarta Utara,Murah Rumah Johar Golf Bgm Pik 12x23 Pik Pantai Indah Kapuk,Rp 11 Miliar,"Pantai Indah Kapuk, Jakarta Utara",: 276 m²,: 390 m²,5,4,
Jakarta Utara,"Rumah Besar Harga Kecil, Sunter Agung Barat Lt 394m, Lb 700m, Jual Murah","Rp 8,2 Miliar","Sunter, Jakarta Utara",: 394 m²,: 700 m²,4,4,3
Jakarta Utara,"Rumah Mewah Di Cluster Terbaik, Griya Inti, 2 Lantai Siap Huni Semi Furnish Jual Cepat","Rp 7,5 Miliar","Sunter, Jakarta Utara",: 175 m²,: 220 m²,4,4,2
Jakarta Utara,Rumah Hook Full Furnished Di Villa Permata Gading,"Rp 19,5 Miliar","Kelapa Gading, Jakarta Utara",: 552 m²,: 1311 m²,4,3,7
Jakarta Utara,Di Jual Rumah Cluster Di Ancol Selatan 2 Lantai Shm,Rp 858 Juta,"Sunter, Jakarta Utara",: 36 m²,: 66 m²,2,2,1
Jakarta Utara,Di Jual Rumah Cluster 2 2 Lantai Shm,Rp 884 Juta,"Sunter, Jakarta Utara",: 37 m²,: 61 m²,2,2,1
Jakarta Utara,"Rumah Super Murah di Dallas,pik 2,Uk 6x15m,type Navy,harga 2,55 M","Rp 2,55 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 119 m²,,,,
Jakarta Utara,Termurah! Rumah 8x20 Golf Island Pik Lanjut Cicilan,"Rp 5,7 Miliar","Golf Island, Jakarta Utara",: 160 m²,: 220 m²,3,2,
Jakarta Utara,Termurah! Rumah 8x15 Golf Island 2 Lantai Cash Only!,"Rp 4,2 Miliar","Golf Island, Jakarta Utara",: 120 m²,: 173 m²,3,3,2
Jakarta Utara,Bagus Banget! Rumah Golf Island 6x12.5 3 Lantai Hgb Furnished,"Rp 3,55 Miliar","Golf Island, Jakarta Utara",: 75 m²,: 135 m²,3,3,1
Jakarta Utara,Murah Banget! Rumah 5x12.5 Hook Golf Island Pantai Indah Kapuk,"Rp 2,9 Miliar","Golf Island, Jakarta Utara",: 65 m²,: 120 m²,3,3,1
Jakarta Utara,Rumah Pik 2 Dijual Cepat Cluster Bagus Dan Strategis Ukuran 6X10,"Rp 1,77 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 60 m²,: 79 m²,2,1,1
Jakarta Utara,"Rumah Murah di Komplek Walikota Kelapa Gading Bcs, Jakarta Utara","Rp 1,9 Miliar","Kelapa Gading, Jakarta Utara",: 120 m²,: 90 m²,3,1,1
Jakarta Utara,Jual Rumah Pik Florence Pik Jakarta Utara,Rp 10 Miliar,"Pantai Indah Kapuk, Jakarta Utara",: 300 m²,: 320 m²,4,4,3
Jakarta Utara,"Di Jual Rumah Mewah Modern Classic Kelapa Gading Siap Huni, Full Marmer Bagus",Rp 20 Miliar,"Kelapa Gading, Jakarta Utara",: 312 m²,: 550 m²,5,6,2
Jakarta Utara,Dijual Rumah Di GADING PUSPA Kelapa Gading Jakarta Utara,"Rp 3,4 Miliar","Kelapa Gading, Jakarta Utara",: 102 m²,: 282 m²,6,3,
Jakarta Utara,Dijual Rumah Pik 2 Ukuran 10x15 Termurah,"Rp 5,3 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 150 m²,: 209 m²,4,4,
Jakarta Utara,Termurah Sudah Turun Harga Rumah Bgm Pik Masih Bisa Nego,"Rp 4,2 Miliar","Pantai Indah Kapuk, Jakarta Utara",: 120 m²,: 170 m²,3,3,1
Jakarta Utara,Dijual Rumah Murah 2 Lantai 5 Menit Dari Stadion Jis,Rp 455 Juta,"Ancol, Jakarta Utara",: 21 m²,: 41 m²,2,2,
Jakarta Utara,Di Jual Cepat Jual Rugi Rumah 4+1 Kamar Tidur 2 Lantai Pantai Indah Kapuk 8x12.5,"Rp 3,35 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 100 m²,: 143 m²,4,3,2
Jakarta Utara,Di Jual Cepat Harga Paling Murah Rumah 4+1 Kt 3+1KM 2LT Pantai Indah Kapuk 8x12.5,"Rp 3,35 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 100 m²,: 176 m²,4,3,2
Jakarta Utara,Cash / Kpr - Rumah Golf Island 420m2 (View Golf + Laut),"Rp 21,5 Miliar","Golf Island, Jakarta Utara",: 480 m²,: 444 m²,4,5,2
Jakarta Utara,Rumah Golf Island PIK Chopin + Lift 250M2 (3 Lantai),"Rp 11,2 Miliar","Golf Island, Jakarta Utara",: 250 m²,: 358 m²,3,4,
Jakarta Utara,Cash / Kpr - Rumah Pik2 Ukuran 6x15 (Tahap 1 / 2),Rp 3 Miliar,"Pantai Indah Kapuk 2, Jakarta Utara",: 90 m²,: 119 m²,3,3,1
Jakarta Utara,Cash / Kpr - Rumah Baru Pik2 8x15 (120m2),"Rp 4,4 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 120 m²,: 170 m²,3,3,2
Jakarta Utara,"Jual Cepat Rumah Bagus Dan Luas Di Sunter Jaya, Bisa Nego Sampai Deal","Rp 5,5 Miliar","Sunter, Jakarta Utara",: 210 m²,: 400 m²,4,3,
Jakarta Utara,Termurah Rumah Di Sunter Paradise Hitung Tanah,Rp 3 Miliar,"Sunter, Jakarta Utara",: 178 m²,: 200 m²,3,2,
Jakarta Utara,Best Deallll!!! Rumah 2lt Di Taman Nyiur,"Rp 3,1 Miliar","Sunter, Jakarta Utara",: 102 m²,: 180 m²,3,2,
Jakarta Utara,Jual Cepat Rumah Minimalis Jalan 2 Mobil di Sunter Paradise,"Rp 3,2 Miliar","Sunter, Jakarta Utara",: 90 m²,: 110 m²,4,1,
Jakarta Utara,Best Deallll Rumah Mewah Luassss Di Sunter,Rp 35 Miliar,"Sunter, Jakarta Utara",: 1286 m²,: 900 m²,6,6,2
Jakarta Utara,"Termurah,harga Bu Rumah Siap Huni Di Bcs Kelapa Gading","Rp 1,62 Miliar","Kelapa Gading, Jakarta Utara",: 120 m²,: 140 m²,4,3,
Jakarta Utara,Hot Sale Rumah Standard Rapi Di Sunter Griya Inti Sentosa,"Rp 4,9 Miliar","Sunter, Jakarta Utara",: 122 m²,: 168 m²,4,4,
Jakarta Utara,"Unit Termurah Di Sunter Karya, Rumah Standard","Rp 1,25 Miliar","Sunter, Jakarta Utara",: 67 m²,: 80 m²,3,1,
Jakarta Utara,"Jual Cepat Rumah Minimalis Siap Huni Di Sunter Karya, Bisa Nego","Rp 1,57 Miliar","Sunter, Jakarta Utara",: 68 m²,: 120 m²,3,2,1
Jakarta Utara,Rumah Pik2 Permata Hijau Boulevard 300m2 (12x25),"Rp 9,1 Miliar","Pantai Indah Kapuk 2, Jakarta Utara",: 300 m²,: 374 m²,4,5,2
Jakarta Utara,Rumah Mewah Modern Di Muara Karang,"Rp 8,8 Miliar","Muara Karang, Jakarta Utara",: 200 m²,: 280 m²,5,5,2
Jakarta Utara,Minimalis Modern! Semi Furnished! Rumah Di Kelapa Gading 4 Lantai Semi Furnished,Rp 4 Miliar,"Kelapa Gading, Jakarta Utara",: 105 m²,: 320 m²,4,4,1
Jakarta Utara,Rumah Di Kelapa Gading Hibrida  4kamar Tidur,"Rp 3,4 Miliar","Kelapa Gading, Jakarta Utara",: 102 m²,: 120 m²,4,3,1
Jakarta Utara,"Sunter Paradise 2, 2 Lt. 7,5x24 176m , Hitung Tanah Jual Bu",Rp 3 Miliar,"Sunter, Jakarta Utara",: 178 m²,: 200 m²,3,2,2
Jakarta Utara,"Rumah Besar Harga Kecil Sunter Agung Permai, Dekat Rs Royal Progress 2 Lt, 16x19, Sangat Rapi, Siap Huni, Good Price","Rp 6,7 Miliar","Sunter, Jakarta Utara",: 265 m²,: 360 m²,5,3,4
Bogor,Rumah Luas 2 Lt Siap Huni 10 Menit Ke Living World Kota Wisata SHM Bisa Kpr J22790,"Rp 1,33 Miliar","Kota Wisata, Bogor",: 120 m²,: 180 m²,4,2,
Bogor,Rumah Modern Classic Dilengkapi Lift Dan Kolam Renang di Sentul City,Rp 11 Miliar,"Sentul City, Bogor",: 518 m²,: 550 m²,4,5,2
Bogor,Rumah Siap Huni di Bojonggede,Rp 598 Juta,"Bojong Gede, Bogor",: 99 m²,: 99 m²,2,1,1
Bogor,"Rumah Di Jakarta Timur Hanya 10 Juta All In Hunian Modern Bernuansa Hijau Berbukit, View Danau, Dekat Plaza Cibubur,dekat Tsm Cibubur, Dekat Ciputra Mall Cibubur, Dekat Cibubur Junction, Dekat Pintu Toll Jatikarya, Aman, Nyaman, Tidak Banjir, Strategis",Rp 900 Juta,"Gunung Putri, Bogor",: 62 m²,: 40 m²,2,1,1
Bogor,"Rumah SHM Dengan Private Pool Dan Lift di Sentul City, Bogor","Rp 8,5 Miliar","Sentul City, Bogor",: 300 m²,: 480 m²,5,5,2
Bogor,Rumah Murah Strategis Siap Huni 15 Menit ke Terminal Parung Dibantu KPR J25712,Rp 250 Juta,"Parung, Bogor",: 72 m²,: 42 m²,2,1,
Bogor,Rumah Seken Terawat Siap Huni 15 menit ke Cibinong City Mall Bisa KPR J23067,Rp 660 Juta,"Cibinong, Bogor",: 87 m²,: 67 m²,3,2,
Bogor,Rumah Nyaman Strategis Siap Huni 1 Lantai di Bukit Golf Riverside 1 Cibubur,"Rp 1,7 Miliar","Cibubur, Bogor",: 180 m²,: 108 m²,3,1,2
Bogor,Rumah Murah Dekat Serpong Bsd Ciseeng 1 Jutaan Sampai Lunas,Rp 185 Juta,"Parung Panjang, Bogor",: 60 m²,: 29 m²,2,1,1
Bogor,Rumah 1 Lantai Shm Siap Huni Di Bogor Dekat Ke Pintu Tol Borr,Rp 500 Juta,"Kemang, Bogor",: 72 m²,: 50 m²,2,1,2
Bogor,Rumah 2 Lantai Secondary View Pegunungan Bagus Siap Huni,"Rp 3,4 Miliar","Bogor Selatan, Bogor",: 300 m²,: 271 m²,4,3,2
Bogor,Rumah Modern 2 Lantai Harga Murah Terjangkau di Sawangan Depok,Rp 900 Juta,"Bojongsari, Bogor",: 70 m²,: 78 m²,3,3,1
Bogor,Rumah Modern Depan Green Area Cluster Depan Sentul City Bogor,"Rp 8,5 Miliar","Sentul City, Bogor",: 300 m²,: 480 m²,6,7,2
Bogor,Rumah Tengah Kota Cocok Untuk Tempat Tinggal Cafe Atau Resto,"Rp 6,15 Miliar","Tanah Sareal, Bogor",: 846 m²,: 400 m²,4,3,8
Bogor,Rumah Hadap Utara LT 110 Semi Furnished 10 Menit ke RS Dr.M.Hassan Toto Siap KPR J20750,Rp 780 Juta,"Bogor Barat, Bogor",: 110 m²,: 38 m²,2,1,
Bogor,"Rumah di Cibubur Country, Cikeas, Jakarta Timur","Rp 1,7 Miliar","Cikeas, Bogor",: 265 m²,: 130 m²,3,2,2
Bogor,Rumah Baru Dengan Pemilik Langsung (turun Harga) Jauh Dibawah Harga Pasaran (harga Pasaran Sudah Mencapai Rp1.6m),"Rp 1,29 Miliar","Rancamaya, Bogor",: 108 m²,: 69 m²,3,2,2
Bogor,"Emerald Cimanggu Bogor, Harga Mulai 700jtan, Cicilan 4jtan Bln.",Rp 700 Juta,"Cimanggu, Bogor",: 60 m²,: 33 m²,2,1,1
Bogor,Rumah baru 2 lantai cuma 5 menit dari Kampus IPB Dramaga Bogor,Rp 670 Juta,"Dramaga, Bogor",: 72 m²,: 60 m²,3,2,2
Bogor,Rumah Di Jatijajar Shm Sudah Renovasidepok 900 Juta Tato  Kt 3,Rp 900 Juta,"Tapos, Bogor",: 105 m²,: 30 m²,3,2,2
Bogor,Dijual Rumah Baru Perumahan Premiere Estate 3 Kranggan,"Rp 2,95 Miliar","Kranggan, Bogor",: 135 m²,: 135 m²,4,1,2
Bogor,"Sudah Dibuka Rumah Subsidi Perumahan Bukit Shafa Asri Lokasi Ciampea - Bogor

mengendapkan Kualitas Bangunan Rumah Subsidi Setara Dengan Type Rumah Komersil
✔ Double Dinding
✔ Kusen Alumunium
✔ Air Pam
✔ Kamar Belakang Di Dak Untuk Tempat Toren
✔ Listrik",Rp 185 Juta,"Ciampea, Bogor",: 60 m²,: 30 m²,2,1,1
Bogor,Rumah Terawat 15 Menit ke AEON Mall Kota Wisata LT 194 Bisa Nego J18341,"Rp 1,55 Miliar","Kota Wisata, Bogor",: 194 m²,: 260 m²,5,4,
Bogor,Rumah Seken Terawat 2 Lt 7 menit ke Mall Ciputra Cibubur LT 310 Harga Nego J19692,"Rp 1,77 Miliar","Kota Wisata, Bogor",: 310 m²,: 102 m²,4,2,
Bogor,Rumah Minimalis Hadap Utara 10 Menit ke Gerbang Tol Cimanggis Sudah Renov J-15973,"Rp 1,13 Miliar","Gunung Putri, Bogor",: 105 m²,: 60 m²,2,1,
Bogor,Rumah Hook Luas 15 Menit ke Gerbang Tol Gunung Putri Harga Nego J26044,"Rp 1,77 Miliar","Gunung Putri, Bogor",: 150 m²,: 250 m²,5,4,
Bogor,Cluster Baru Dekat Kota Wisata Hanya 10jt All In Bebas Banjir,Rp 500 Juta,"Kota Wisata, Bogor",: 76 m²,: 47 m²,2,1,1
Bogor,Rumah Baru di Cibinong Kab. Bogor  3 Kamar Tidur Dalam Perumahan Dekat Stasiun,Rp 789 Juta,"Cibinong, Bogor",: 105 m²,: 103 m²,3,2,2
Bogor,Bs Tkartambh Mobil Rumah 2 Lantai Sentul City Bogor Taman Udayana,"Rp 1,1 Miliar","Sentul City, Bogor",: 90 m²,: 120 m²,3,1,1
Bogor,Rumah Seken Terawat 9 menit ke AEON Mall sentul city Dibantu KPR J27202,Rp 610 Juta,"Sentul City, Bogor",: 90 m²,: 110 m²,3,2,
Bogor,Rumah Strategis 10mnt ke Gerbang Tol Sentul Selatan Siap KPR J16544,"Rp 1,83 Miliar","Sentul City, Bogor",: 499 m²,: 201 m²,3,3,
Bogor,Rumah Idaman Luas Semi Furnished 15 menit ke Cibubur Junction Dibantu KPR J15775,"Rp 3,03 Miliar","Kota Wisata, Bogor",: 261 m²,: 150 m²,3,2,
Bogor,Jual Cepat Rumah Murah Di Sentul City Rumah Bagus Dan Bersih,"Rp 2,75 Miliar","Sentul City, Bogor",: 235 m²,: 200 m²,4,4,2
Bogor,Rumah Minimalis Modern Siap Huni Kota Wisata,"Rp 1,15 Miliar","Kota Wisata, Bogor",: 90 m²,: 75 m²,2,2,1
Bogor,Rumah Modern 2 Lantai Siap Huni Lokasi Strategis Kota Wisata,"Rp 1,65 Miliar","Kota Wisata, Bogor",: 84 m²,: 92 m²,3,2,2
Bogor,Rumah Dengan Tipe American Classic 2 Lantai di Kota Wisata,"Rp 2,9 Miliar","Kota Wisata, Bogor",: 200 m²,: 250 m²,5,3,2
Bogor,Dijual Rumah Siap Huni Sisa Tanah Belakang Masih Luas Cluster Mediterania 2 Sentul City,"Rp 3,95 Miliar","Sentul City, Bogor",: 287 m²,: 250 m²,3,4,2
Bogor,"Rumah Posisi Hook' Murah, Sertifikat View Gunung Jalan Utama Cluster Sentul City","Rp 1,95 Miliar","Sentul City, Bogor",: 350 m²,: 70 m²,2,1,1
Bogor,Dijual Rumah Sertifikat Dekat Aoen Mall Sentul City,Rp 700 Juta,"Sentul City, Bogor",: 90 m²,: 53 m²,2,1,1
Bogor,Rumah Baru Sertifikat Model Clasike Modern Cluster Sentul City,"Rp 16,4 Miliar","Sentul City, Bogor",: 1118 m²,: 700 m²,6,6,5
Bogor,Rumah Minimalis Modern Siap Huni Kota Wisata,"Rp 1,15 Miliar","Kota Wisata, Bogor",: 90 m²,: 75 m²,2,2,1
Bogor,Rumah Modern 2 Lantai Siap Huni Lokasi Strategis Kota Wisata,"Rp 1,65 Miliar","Kota Wisata, Bogor",: 84 m²,: 92 m²,3,2,2
Bogor,Rumah Dengan Tipe American Classic 2 Lantai di Kota Wisata,"Rp 2,9 Miliar","Kota Wisata, Bogor",: 200 m²,: 250 m²,5,3,2
Bogor,Dijual Rumah Siap Huni Sisa Tanah Belakang Masih Luas Cluster Mediterania 2 Sentul City,"Rp 3,95 Miliar","Sentul City, Bogor",: 287 m²,: 250 m²,3,4,2
Bogor,"Rumah Posisi Hook' Murah, Sertifikat View Gunung Jalan Utama Cluster Sentul City","Rp 1,95 Miliar","Sentul City, Bogor",: 350 m²,: 70 m²,2,1,1
Bogor,Dijual Rumah Sertifikat Dekat Aoen Mall Sentul City,Rp 700 Juta,"Sentul City, Bogor",: 90 m²,: 53 m²,2,1,1
Bogor,Rumah Baru Sertifikat Model Clasike Modern Cluster Sentul City,"Rp 16,4 Miliar","Sentul City, Bogor",: 1118 m²,: 700 m²,6,6,5
Bogor,Dijual Rumah Hook Mewah + Kolam Renang Cluster Hilltop Sentul City,"Rp 9,5 Miliar","Sentul City, Bogor",: 561 m²,: 500 m²,5,5,4
Bogor,Jual Cepat Rumah Siap Huni Sudah Renovasi Lokasi Strategis Bogor,Rp 675 Juta,"Cibinong, Bogor",: 90 m²,: 80 m²,4,1,1
Bogor,Rumah Murah 590jtan 10 Menit ke Gerbang Tol Jatikarya 2 Harga Nego J22181,Rp 670 Juta,"Kota Wisata, Bogor",: 70 m²,: 48 m²,2,1,
Bogor,Rumah SHM 2 Lt Luas Siap KPR 10 Menit ke Cibinong City Mall Bisa Nego J25458,Rp 780 Juta,"Cibinong, Bogor",: 160 m²,: 145 m²,2,3,
Bogor,Cluster Baru Akses Samping Kota Wisata Cibubur Kpr Instan Akad,Rp 700 Juta,"Kota Wisata, Bogor",: 95 m²,: 40 m²,2,1,2
Bogor,Hunian Nyaman Di Kawasan Kota Wisata Cibubur,"Rp 1,1 Miliar","Kota Wisata, Bogor",: 90 m²,: 55 m²,2,1,1
Bogor,Hunian Nyaman Di Kawasan Kota Wisata Cibubur,Rp 2 Miliar,"Kota Wisata, Bogor",: 144 m²,: 196 m²,4,3,
Bogor,"Rumah Di Nanggewer,cibinong Di Jual Rp 550 Juta",Rp 550 Juta,"Cibinong, Bogor",: 92 m²,: 50 m²,2,1,1
Bogor,Rumah Shm Cluster 3 Lantai Bagus Siap Huni Strategis View Gunung,"Rp 1,95 Miliar","Sentul City, Bogor",: 148 m²,: 315 m²,5,6,2
Bogor,Rumah Minimalis Cluster Terdepan Sentul City Dekat Exit Tol Dan Aeon Mall Siap Huni,"Rp 1,5 Miliar","Sentul City, Bogor",: 177 m²,: 136 m²,3,3,1
Bogor,Rumah Minimalis View Gunung Furnish Sentul City Bogor,"Rp 1,2 Miliar","Sentul City, Bogor",: 108 m²,: 80 m²,2,1,1
Bogor,Rumah Siap Huni Type Scandinavian Semi Furnish Dekat Aeon Mall Dan Exit Tol Sentul City Bogor,Rp 940 Juta,"Sentul City, Bogor",: 90 m²,: 70 m²,3,1,1
Bogor,"Rumah View Pegunungan, Cluster Favorite Lavanoise, Dekat Dengan Pos Security Memiliki Taman Depan Belakang, Sudah SHM di Sentul City, Bogor","Rp 3,45 Miliar","Sentul City, Bogor",: 240 m²,: 200 m²,4,3,1
Bogor,"Rumah View Golf Dengan Super Luas Bonus Green Area, Sentul City Bogor",Rp 25 Miliar,"Sentul City, Bogor",: 2146 m²,: 600 m²,4,7,6
